<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.09	19:00:00	1.07581	1.07599	1.07398	1.07502	4048	0	1
2023.01.09	20:00:00	1.07502	1.07540	1.07377	1.07430	2719	0	1
2023.01.09	21:00:00	1.07430	1.07526	1.07414	1.07516	3100	0	1
2023.01.09	22:00:00	1.07516	1.07537	1.07306	1.07310	4232	0	1
2023.01.09	23:00:00	1.07310	1.07353	1.07301	1.07336	1081	0	1
2023.01.10	00:00:00	1.07307	1.07325	1.07290	1.07302	456	0	9
2023.01.10	01:00:00	1.07302	1.07386	1.07290	1.07328	1702	0	0
2023.01.10	02:00:00	1.07328	1.07384	1.07207	1.07275	3177	0	1
2023.01.10	03:00:00	1.07274	1.07398	1.07261	1.07363	3247	0	1
2023.01.10	04:00:00	1.07362	1.07424	1.07212	1.07310	4300	0	1
2023.01.10	05:00:00	1.07311	1.07342	1.07258	1.07324	2824	0	1
2023.01.10	06:00:00	1.07324	1.07340	1.07281	1.07307	1620	0	1
2023.01.10	07:00:00	1.07307	1.07440	1.07296	1.07427	2571	0	1
2023.01.10	08:00:00	1.07428	1.07432	1.07262	1.07339	3380	0	1
2023.01.10	09:00:00	1.07340	1.07395	1.07220	1.07316	5691	0	1
2023.01.10	10:00:00	1.07317	1.07473	1.07311	1.07384	6047	0	1
2023.01.10	11:00:00	1.07384	1.07516	1.07294	1.07460	4955	0	1
2023.01.10	12:00:00	1.07459	1.07460	1.07340	1.07364	3525	0	1
2023.01.10	13:00:00	1.07364	1.07424	1.07318	1.07350	3202	0	1
2023.01.10	14:00:00	1.07349	1.07354	1.07153	1.07193	4276	0	1
2023.01.10	15:00:00	1.07191	1.07253	1.07121	1.07217	5255	0	1
2023.01.10	16:00:00	1.07217	1.07593	1.07216	1.07405	11097	0	0
2023.01.10	17:00:00	1.07404	1.07531	1.07215	1.07276	9804	0	0
2023.01.10	18:00:00	1.07277	1.07418	1.07241	1.07363	6803	0	0
2023.01.10	19:00:00	1.07363	1.07438	1.07296	1.07334	4259	0	1
2023.01.10	20:00:00	1.07333	1.07397	1.07277	1.07379	3222	0	1
2023.01.10	21:00:00	1.07380	1.07430	1.07362	1.07408	2607	0	1
2023.01.10	22:00:00	1.07409	1.07440	1.07305	1.07360	2523	0	1
2023.01.10	23:00:00	1.07363	1.07377	1.07325	1.07339	951	0	1
2023.01.11	00:00:00	1.07332	1.07398	1.07315	1.07358	1582	0	0
2023.01.11	01:00:00	1.07357	1.07391	1.07327	1.07386	852	0	1
2023.01.11	02:00:00	1.07386	1.07451	1.07373	1.07450	2448	0	1
2023.01.11	03:00:00	1.07451	1.07451	1.07256	1.07310	2971	0	1
2023.01.11	04:00:00	1.07308	1.07381	1.07268	1.07268	2597	0	1
2023.01.11	05:00:00	1.07269	1.07366	1.07261	1.07338	1757	0	1
2023.01.11	06:00:00	1.07337	1.07396	1.07320	1.07386	1301	0	1
2023.01.11	07:00:00	1.07386	1.07568	1.07367	1.07476	2161	0	1
2023.01.11	08:00:00	1.07476	1.07550	1.07458	1.07458	2397	0	1
2023.01.11	09:00:00	1.07457	1.07573	1.07436	1.07467	4755	0	1
2023.01.11	10:00:00	1.07467	1.07488	1.07288	1.07297	5651	0	1
2023.01.11	11:00:00	1.07298	1.07481	1.07254	1.07416	4680	0	1
2023.01.11	12:00:00	1.07415	1.07511	1.07400	1.07491	3368	0	1
2023.01.11	13:00:00	1.07491	1.07552	1.07435	1.07483	3716	0	1
2023.01.11	14:00:00	1.07483	1.07488	1.07280	1.07405	4262	0	1
2023.01.11	15:00:00	1.07404	1.07528	1.07391	1.07498	4957	0	1
2023.01.11	16:00:00	1.07499	1.07763	1.07452	1.07698	6788	0	1
2023.01.11	17:00:00	1.07699	1.07748	1.07519	1.07549	7055	0	1
2023.01.11	18:00:00	1.07550	1.07616	1.07374	1.07383	4012	0	1
2023.01.11	19:00:00	1.07383	1.07482	1.07362	1.07466	2962	0	1
2023.01.11	20:00:00	1.07466	1.07672	1.07347	1.07531	4504	0	1
2023.01.11	21:00:00	1.07532	1.07637	1.07477	1.07632	2501	0	1
2023.01.11	22:00:00	1.07632	1.07632	1.07522	1.07536	2032	0	1
2023.01.11	23:00:00	1.07536	1.07582	1.07516	1.07564	974	0	1
2023.01.12	00:00:00	1.07527	1.07613	1.07505	1.07595	1679	0	17
2023.01.12	01:00:00	1.07568	1.07675	1.07548	1.07654	2420	0	1
2023.01.12	02:00:00	1.07655	1.07746	1.07600	1.07610	3252	0	1
2023.01.12	03:00:00	1.07611	1.07675	1.07605	1.07668	3658	0	1
2023.01.12	04:00:00	1.07667	1.07687	1.07614	1.07669	2466	0	1
2023.01.12	05:00:00	1.07670	1.07712	1.07649	1.07685	1559	0	1
2023.01.12	06:00:00	1.07685	1.07735	1.07661	1.07716	1330	0	1
2023.01.12	07:00:00	1.07717	1.07750	1.07623	1.07627	2114	0	1
2023.01.12	08:00:00	1.07626	1.07688	1.07566	1.07574	2643	0	1
2023.01.12	09:00:00	1.07573	1.07651	1.07555	1.07626	4095	0	1
2023.01.12	10:00:00	1.07626	1.07645	1.07454	1.07479	4377	0	1
2023.01.12	11:00:00	1.07480	1.07734	1.07427	1.07653	5131	0	1
2023.01.12	12:00:00	1.07654	1.07683	1.07516	1.07624	4499	0	1
2023.01.12	13:00:00	1.07623	1.07666	1.07590	1.07617	3335	0	1
2023.01.12	14:00:00	1.07616	1.07665	1.07549	1.07627	3120	0	1
2023.01.12	15:00:00	1.07628	1.08386	1.07305	1.08285	12464	0	0
2023.01.12	16:00:00	1.08290	1.08336	1.07514	1.07676	13284	0	0
2023.01.12	17:00:00	1.07675	1.08096	1.07637	1.08067	13761	0	0
2023.01.12	18:00:00	1.08068	1.08259	1.08024	1.08224	9664	0	1
2023.01.12	19:00:00	1.08224	1.08489	1.08212	1.08486	6299	0	1
2023.01.12	20:00:00	1.08486	1.08669	1.08463	1.08557	6157	0	0
2023.01.12	21:00:00	1.08557	1.08560	1.08396	1.08492	4487	0	1
2023.01.12	22:00:00	1.08490	1.08522	1.08412	1.08521	3715	0	1
2023.01.12	23:00:00	1.08521	1.08550	1.08487	1.08506	1019	0	1
2023.01.13	00:00:00	1.08466	1.08506	1.08435	1.08483	366	0	10
2023.01.13	01:00:00	1.08483	1.08600	1.08461	1.08597	1973	0	1
2023.01.13	02:00:00	1.08597	1.08678	1.08511	1.08522	4194	0	1
2023.01.13	03:00:00	1.08523	1.08563	1.08452	1.08558	4735	0	1
2023.01.13	04:00:00	1.08558	1.08563	1.08319	1.08445	4990	0	1
2023.01.13	05:00:00	1.08448	1.08478	1.08414	1.08455	2338	0	1
2023.01.13	06:00:00	1.08456	1.08463	1.08377	1.08400	2057	0	1
2023.01.13	07:00:00	1.08400	1.08434	1.08318	1.08371	2536	0	1
2023.01.13	08:00:00	1.08372	1.08509	1.08337	1.08451	3988	0	1
2023.01.13	09:00:00	1.08453	1.08484	1.08332	1.08484	5507	0	1
2023.01.13	10:00:00	1.08486	1.08642	1.08370	1.08554	6832	0	1
2023.01.13	11:00:00	1.08553	1.08600	1.08331	1.08425	5019	0	1
2023.01.13	12:00:00	1.08424	1.08515	1.08371	1.08449	3957	0	1
2023.01.13	13:00:00	1.08449	1.08457	1.08081	1.08119	5122	0	1
2023.01.13	14:00:00	1.08118	1.08159	1.08033	1.08117	4612	0	1
2023.01.13	15:00:00	1.08118	1.08201	1.07925	1.07936	6526	0	1
2023.01.13	16:00:00	1.07936	1.08200	1.07803	1.08182	7848	0	1
2023.01.13	17:00:00	1.08155	1.08386	1.08118	1.08294	9479	0	1
2023.01.13	18:00:00	1.08293	1.08335	1.08012	1.08101	6254	0	1
2023.01.13	19:00:00	1.08099	1.08317	1.08065	1.08281	4187	0	1
2023.01.13	20:00:00	1.08282	1.08341	1.08181	1.08311	2998	0	1
2023.01.13	21:00:00	1.08311	1.08353	1.08267	1.08292	2331	0	1
2023.01.13	22:00:00	1.08291	1.08358	1.08269	1.08325	2055	0	1
2023.01.13	23:00:00	1.08326	1.08344	1.08289	1.08328	1087	0	1
2023.01.16	00:00:00	1.08333	1.08339	1.08296	1.08305	422	0	12
2023.01.16	01:00:00	1.08307	1.08316	1.08199	1.08227	2314	0	1
2023.01.16	02:00:00	1.08227	1.08442	1.08212	1.08416	2742	0	1
2023.01.16	03:00:00	1.08414	1.08719	1.08404	1.08679	4137	0	1
2023.01.16	04:00:00	1.08680	1.08741	1.08656	1.08667	3520	0	1
2023.01.16	05:00:00	1.08666	1.08673	1.08591	1.08601	2091	0	1
2023.01.16	06:00:00	1.08599	1.08639	1.08506	1.08529	1836	0	1
2023.01.16	07:00:00	1.08529	1.08609	1.08523	1.08604	2133	0	1
2023.01.16	08:00:00	1.08604	1.08605	1.08356	1.08394	3313	0	1
2023.01.16	09:00:00	1.08394	1.08424	1.08266	1.08310	4324	0	1
2023.01.16	10:00:00	1.08306	1.08318	1.08024	1.08034	6358	0	1
2023.01.16	11:00:00	1.08034	1.08241	1.08015	1.08209	3834	0	1
2023.01.16	12:00:00	1.08210	1.08335	1.08206	1.08301	3039	0	1
2023.01.16	13:00:00	1.08301	1.08365	1.08238	1.08270	2943	0	1
2023.01.16	14:00:00	1.08270	1.08283	1.08143	1.08152	2824	0	1
2023.01.16	15:00:00	1.08152	1.08200	1.08059	1.08157	3333	0	1
2023.01.16	16:00:00	1.08158	1.08255	1.08139	1.08219	3062	0	0
2023.01.16	17:00:00	1.08219	1.08291	1.08162	1.08249	2722	0	1
2023.01.16	18:00:00	1.08252	1.08263	1.08174	1.08247	2026	0	1
2023.01.16	19:00:00	1.08246	1.08262	1.08118	1.08138	1206	0	1
2023.01.16	20:00:00	1.08138	1.08147	1.08108	1.08128	632	0	1
2023.01.16	21:00:00	1.08128	1.08195	1.08124	1.08195	624	0	1
2023.01.16	22:00:00	1.08196	1.08206	1.08176	1.08205	548	0	1
2023.01.16	23:00:00	1.08202	1.08248	1.08191	1.08217	553	0	1
2023.01.17	00:00:00	1.08205	1.08232	1.08165	1.08222	966	0	5
2023.01.17	01:00:00	1.08223	1.08322	1.08210	1.08296	1758	0	1
2023.01.17	02:00:00	1.08296	1.08337	1.08256	1.08287	2007	0	1
2023.01.17	03:00:00	1.08286	1.08316	1.08141	1.08172	3544	0	1
2023.01.17	04:00:00	1.08171	1.08327	1.08062	1.08142	3998	0	1
2023.01.17	05:00:00	1.08143	1.08285	1.08136	1.08251	2487	0	1
2023.01.17	06:00:00	1.08251	1.08288	1.08220	1.08263	1994	0	1
2023.01.17	07:00:00	1.08260	1.08323	1.08218	1.08310	2329	0	1
2023.01.17	08:00:00	1.08309	1.08355	1.08136	1.08149	3325	0	1
2023.01.17	09:00:00	1.08147	1.08296	1.08119	1.08281	5757	0	1
2023.01.17	10:00:00	1.08280	1.08386	1.08229	1.08274	6029	0	1
2023.01.17	11:00:00	1.08272	1.08311	1.08108	1.08173	5122	0	1
2023.01.17	12:00:00	1.08174	1.08273	1.08090	1.08215	5260	0	1
2023.01.17	13:00:00	1.08216	1.08337	1.08135	1.08322	4133	0	1
2023.01.17	14:00:00	1.08322	1.08575	1.08223	1.08528	5753	0	1
2023.01.17	15:00:00	1.08526	1.08580	1.08361	1.08426	7603	0	0
2023.01.17	16:00:00	1.08426	1.08694	1.08424	1.08630	7959	0	1
2023.01.17	17:00:00	1.08631	1.08639	1.07949	1.08017	11969	0	0
2023.01.17	18:00:00	1.08017	1.08089	1.07860	1.07926	7071	0	1
2023.01.17	19:00:00	1.07926	1.07985	1.07744	1.07820	4120	0	0
2023.01.17	20:00:00	1.07821	1.07963	1.07798	1.07951	2698	0	1
2023.01.17	21:00:00	1.07952	1.08036	1.07913	1.07934	3660	0	1
2023.01.17	22:00:00	1.07933	1.07969	1.07867	1.07935	2935	0	1
2023.01.17	23:00:00	1.07931	1.07936	1.07880	1.07899	929	0	1
2023.01.18	00:00:00	1.07881	1.07932	1.07876	1.07901	371	0	1
2023.01.18	01:00:00	1.07901	1.07933	1.07852	1.07894	1239	0	1
2023.01.18	02:00:00	1.07894	1.07913	1.07824	1.07844	2237	0	1
2023.01.18	03:00:00	1.07843	1.07962	1.07833	1.07962	2791	0	1
2023.01.18	04:00:00	1.07961	1.07993	1.07661	1.07871	6081	0	1
2023.01.18	05:00:00	1.07872	1.07890	1.07683	1.07731	5757	0	1
2023.01.18	06:00:00	1.07732	1.07776	1.07672	1.07745	2979	0	1
2023.01.18	07:00:00	1.07745	1.07801	1.07680	1.07797	3512	0	1
2023.01.18	08:00:00	1.07797	1.07910	1.07795	1.07897	4529	0	1
2023.01.18	09:00:00	1.07894	1.08366	1.07894	1.08253	8251	0	1
2023.01.18	10:00:00	1.08253	1.08515	1.08253	1.08430	7117	0	1
2023.01.18	11:00:00	1.08430	1.08715	1.08370	1.08700	5777	0	1
2023.01.18	12:00:00	1.08702	1.08702	1.08497	1.08526	5060	0	1
2023.01.18	13:00:00	1.08525	1.08542	1.08109	1.08150	4285	0	1
2023.01.18	14:00:00	1.08149	1.08336	1.08143	1.08238	4871	0	1
2023.01.18	15:00:00	1.08239	1.08678	1.08223	1.08583	9022	0	1
2023.01.18	16:00:00	1.08582	1.08873	1.08476	1.08637	11469	0	1
2023.01.18	17:00:00	1.08637	1.08688	1.08268	1.08332	10037	0	1
2023.01.18	18:00:00	1.08333	1.08355	1.08135	1.08268	7625	0	1
2023.01.18	19:00:00	1.08268	1.08279	1.07870	1.07959	6470	0	1
2023.01.18	20:00:00	1.07959	1.07989	1.07868	1.07965	4889	0	1
2023.01.18	21:00:00	1.07966	1.07967	1.07872	1.07950	3681	0	1
2023.01.18	22:00:00	1.07951	1.07951	1.07875	1.07890	3532	0	1
2023.01.18	23:00:00	1.07890	1.07974	1.07890	1.07954	1105	0	1
2023.01.19	00:00:00	1.07910	1.07939	1.07888	1.07910	386	0	2
2023.01.19	01:00:00	1.07910	1.07980	1.07904	1.07973	1557	0	1
2023.01.19	02:00:00	1.07975	1.07982	1.07863	1.07873	3650	0	1
2023.01.19	03:00:00	1.07875	1.07956	1.07826	1.07876	3033	0	1
2023.01.19	04:00:00	1.07877	1.07946	1.07823	1.07936	2369	0	1
2023.01.19	05:00:00	1.07935	1.08055	1.07926	1.08005	2540	0	1
2023.01.19	06:00:00	1.08004	1.08021	1.07931	1.07958	2301	0	1
2023.01.19	07:00:00	1.07959	1.07980	1.07910	1.07916	2879	0	1
2023.01.19	08:00:00	1.07915	1.08031	1.07908	1.07910	2560	0	1
2023.01.19	09:00:00	1.07911	1.08139	1.07820	1.08076	5589	0	1
2023.01.19	10:00:00	1.08080	1.08249	1.08032	1.08169	5486	0	1
2023.01.19	11:00:00	1.08168	1.08293	1.08159	1.08248	4253	0	1
2023.01.19	12:00:00	1.08249	1.08380	1.08155	1.08291	4955	0	1
2023.01.19	13:00:00	1.08290	1.08345	1.08159	1.08219	4331	0	1
2023.01.19	14:00:00	1.08219	1.08271	1.08049	1.08089	3904	0	1
2023.01.19	15:00:00	1.08090	1.08230	1.07952	1.08096	7806	0	1
2023.01.19	16:00:00	1.08096	1.08252	1.07952	1.08102	7315	0	1
2023.01.19	17:00:00	1.08103	1.08189	1.07833	1.07891	6863	0	1
2023.01.19	18:00:00	1.07893	1.08095	1.07872	1.08090	5095	0	1
2023.01.19	19:00:00	1.08090	1.08244	1.08085	1.08163	4356	0	1
2023.01.19	20:00:00	1.08164	1.08349	1.08129	1.08284	4859	0	1
2023.01.19	21:00:00	1.08284	1.08355	1.08211	1.08307	3231	0	1
2023.01.19	22:00:00	1.08306	1.08399	1.08277	1.08289	3141	0	1
2023.01.19	23:00:00	1.08289	1.08347	1.08281	1.08306	1307	0	1
2023.01.20	00:00:00	1.08309	1.08338	1.08278	1.08290	347	0	1
2023.01.20	01:00:00	1.08292	1.08370	1.08283	1.08334	1035	0	1
2023.01.20	02:00:00	1.08335	1.08405	1.08286	1.08314	2175	0	1
2023.01.20	03:00:00	1.08313	1.08439	1.08279	1.08362	2642	0	1
2023.01.20	04:00:00	1.08363	1.08438	1.08315	1.08364	2345	0	1
2023.01.20	05:00:00	1.08366	1.08385	1.08320	1.08343	1516	0	1
2023.01.20	06:00:00	1.08343	1.08350	1.08277	1.08296	2040	0	1
2023.01.20	07:00:00	1.08296	1.08357	1.08251	1.08352	2356	0	0
2023.01.20	08:00:00	1.08353	1.08366	1.08238	1.08246	2493	0	1
2023.01.20	09:00:00	1.08247	1.08461	1.08207	1.08400	4212	0	1
2023.01.20	10:00:00	1.08400	1.08587	1.08384	1.08404	4302	0	1
2023.01.20	11:00:00	1.08403	1.08517	1.08280	1.08310	4355	0	1
2023.01.20	12:00:00	1.08310	1.08472	1.08260	1.08386	4385	0	1
2023.01.20	13:00:00	1.08386	1.08416	1.08245	1.08250	3115	0	1
2023.01.20	14:00:00	1.08250	1.08275	1.08140	1.08184	4004	0	1
