<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.12.13	09:00:00	1.07843	1.07890	1.07801	1.07852	4850	0	0
2023.12.13	10:00:00	1.07853	1.07929	1.07829	1.07895	6729	0	0
2023.12.13	11:00:00	1.07894	1.07919	1.07807	1.07874	5764	0	0
2023.12.13	12:00:00	1.07875	1.07875	1.07730	1.07778	5397	0	0
2023.12.13	13:00:00	1.07779	1.07850	1.07737	1.07838	4247	0	0
2023.12.13	14:00:00	1.07838	1.07897	1.07810	1.07818	4149	0	0
2023.12.13	15:00:00	1.07818	1.08036	1.07818	1.08006	9660	0	0
2023.12.13	16:00:00	1.08006	1.08095	1.07826	1.07910	10111	0	0
2023.12.13	17:00:00	1.07908	1.07958	1.07844	1.07945	7964	0	0
2023.12.13	18:00:00	1.07948	1.07968	1.07856	1.07921	5881	0	0
2023.12.13	19:00:00	1.07920	1.07941	1.07830	1.07842	4367	0	0
2023.12.13	20:00:00	1.07842	1.07897	1.07801	1.07857	4169	0	0
2023.12.13	21:00:00	1.07844	1.08917	1.07827	1.08880	24471	0	0
2023.12.13	22:00:00	1.08883	1.08967	1.08648	1.08812	14042	0	0
2023.12.13	23:00:00	1.08812	1.08840	1.08733	1.08748	3668	0	0
2023.12.14	00:00:00	1.08721	1.08808	1.08709	1.08747	1120	0	50
2023.12.14	01:00:00	1.08751	1.08848	1.08740	1.08824	1741	0	0
2023.12.14	02:00:00	1.08826	1.08951	1.08791	1.08931	4966	0	0
2023.12.14	03:00:00	1.08932	1.08983	1.08855	1.08965	5964	0	0
2023.12.14	04:00:00	1.08966	1.09051	1.08930	1.09045	4951	0	0
2023.12.14	05:00:00	1.09046	1.09154	1.09043	1.09059	5299	0	0
2023.12.14	06:00:00	1.09060	1.09096	1.08991	1.08995	3778	0	0
2023.12.14	07:00:00	1.08995	1.09001	1.08930	1.08939	3798	0	0
2023.12.14	08:00:00	1.08939	1.09032	1.08939	1.09015	4270	0	0
2023.12.14	09:00:00	1.09017	1.09081	1.08808	1.08811	8604	0	0
2023.12.14	10:00:00	1.08812	1.09051	1.08800	1.09019	12213	0	0
2023.12.14	11:00:00	1.09018	1.09131	1.09001	1.09040	9853	0	0
2023.12.14	12:00:00	1.09041	1.09142	1.08981	1.09132	7345	0	0
2023.12.14	13:00:00	1.09132	1.09319	1.09130	1.09297	7055	0	0
2023.12.14	14:00:00	1.09298	1.09399	1.09230	1.09239	8962	0	0
2023.12.14	15:00:00	1.09239	1.09514	1.09059	1.09438	19115	0	0
2023.12.14	16:00:00	1.09432	1.09927	1.09360	1.09910	18395	0	0
2023.12.14	17:00:00	1.09910	1.09973	1.09680	1.09935	14949	0	0
2023.12.14	18:00:00	1.09937	1.10032	1.09906	1.09963	10147	0	0
2023.12.14	19:00:00	1.09964	1.10093	1.09892	1.10049	7278	0	0
2023.12.14	20:00:00	1.10049	1.10060	1.09821	1.09828	6443	0	0
2023.12.14	21:00:00	1.09828	1.09953	1.09795	1.09920	5484	0	0
2023.12.14	22:00:00	1.09922	1.09970	1.09879	1.09930	4920	0	0
2023.12.14	23:00:00	1.09930	1.09936	1.09881	1.09914	2810	0	0
2023.12.15	00:00:00	1.09915	1.09945	1.09889	1.09902	740	0	50
2023.12.15	01:00:00	1.09897	1.09965	1.09897	1.09933	2026	0	0
2023.12.15	02:00:00	1.09936	1.09944	1.09768	1.09831	3468	0	0
2023.12.15	03:00:00	1.09832	1.09896	1.09817	1.09845	4296	0	0
2023.12.15	04:00:00	1.09845	1.09986	1.09845	1.09975	3724	0	0
2023.12.15	05:00:00	1.09974	1.10009	1.09937	1.09989	2851	0	0
2023.12.15	06:00:00	1.09989	1.10037	1.09967	1.09981	2710	0	0
2023.12.15	07:00:00	1.09981	1.09982	1.09836	1.09844	3556	0	0
2023.12.15	08:00:00	1.09844	1.09878	1.09806	1.09873	3758	0	0
2023.12.15	09:00:00	1.09873	1.09954	1.09829	1.09938	6434	0	0
2023.12.15	10:00:00	1.09939	1.09993	1.09460	1.09559	11142	0	0
2023.12.15	11:00:00	1.09560	1.09676	1.09490	1.09604	8083	0	0
2023.12.15	12:00:00	1.09603	1.09677	1.09567	1.09644	6565	0	0
2023.12.15	13:00:00	1.09645	1.09696	1.09567	1.09684	6079	0	0
2023.12.15	14:00:00	1.09685	1.09694	1.09408	1.09434	5842	0	0
2023.12.15	15:00:00	1.09433	1.09483	1.09042	1.09164	13399	0	0
2023.12.15	16:00:00	1.09165	1.09283	1.09104	1.09198	15393	0	0
2023.12.15	17:00:00	1.09198	1.09236	1.09050	1.09156	12301	0	0
2023.12.15	18:00:00	1.09157	1.09167	1.09015	1.09053	8701	0	0
2023.12.15	19:00:00	1.09054	1.09164	1.09042	1.09103	6262	0	0
2023.12.15	20:00:00	1.09103	1.09109	1.08886	1.08935	6797	0	0
2023.12.15	21:00:00	1.08935	1.08998	1.08898	1.08996	6236	0	0
2023.12.15	22:00:00	1.08998	1.09091	1.08940	1.08940	5672	0	0
2023.12.15	23:00:00	1.08943	1.08966	1.08921	1.08952	3065	0	0
2023.12.18	00:00:00	1.08961	1.08973	1.08942	1.08950	325	0	4
2023.12.18	01:00:00	1.08951	1.08974	1.08920	1.08949	1553	0	0
2023.12.18	02:00:00	1.08950	1.09013	1.08939	1.09005	2945	0	0
2023.12.18	03:00:00	1.09005	1.09006	1.08946	1.08975	3471	0	0
2023.12.18	04:00:00	1.08975	1.09054	1.08974	1.09039	2881	0	0
2023.12.18	05:00:00	1.09039	1.09137	1.09030	1.09110	2276	0	0
2023.12.18	06:00:00	1.09110	1.09131	1.09089	1.09128	1774	0	0
2023.12.18	07:00:00	1.09128	1.09158	1.09107	1.09154	2317	0	0
2023.12.18	08:00:00	1.09154	1.09201	1.09116	1.09185	2772	0	0
2023.12.18	09:00:00	1.09183	1.09300	1.09161	1.09216	5659	0	0
2023.12.18	10:00:00	1.09218	1.09237	1.09159	1.09181	8003	0	0
2023.12.18	11:00:00	1.09179	1.09283	1.09137	1.09198	6954	0	0
2023.12.18	12:00:00	1.09196	1.09210	1.09083	1.09104	5975	0	0
2023.12.18	13:00:00	1.09103	1.09136	1.09072	1.09128	5570	0	0
2023.12.18	14:00:00	1.09130	1.09176	1.09092	1.09138	5642	0	0
2023.12.18	15:00:00	1.09137	1.09293	1.09137	1.09215	8738	0	0
2023.12.18	16:00:00	1.09213	1.09309	1.09205	1.09291	8980	0	0
2023.12.18	17:00:00	1.09293	1.09312	1.09110	1.09141	9035	0	0
2023.12.18	18:00:00	1.09141	1.09249	1.09133	1.09191	7500	0	0
2023.12.18	19:00:00	1.09189	1.09279	1.09184	1.09276	5286	0	0
2023.12.18	20:00:00	1.09276	1.09280	1.09201	1.09232	4056	0	0
2023.12.18	21:00:00	1.09232	1.09233	1.09130	1.09167	3704	0	0
2023.12.18	22:00:00	1.09167	1.09198	1.09137	1.09194	3613	0	0
2023.12.18	23:00:00	1.09195	1.09243	1.09175	1.09234	2135	0	0
2023.12.19	00:00:00	1.09184	1.09216	1.09158	1.09193	573	0	50
2023.12.19	01:00:00	1.09199	1.09242	1.09191	1.09231	1154	0	0
2023.12.19	02:00:00	1.09232	1.09246	1.09177	1.09202	2933	0	0
2023.12.19	03:00:00	1.09203	1.09259	1.09176	1.09187	3503	0	0
2023.12.19	04:00:00	1.09185	1.09230	1.09148	1.09217	4122	0	0
2023.12.19	05:00:00	1.09217	1.09291	1.09203	1.09255	4106	0	0
2023.12.19	06:00:00	1.09255	1.09271	1.09201	1.09230	2537	0	0
2023.12.19	07:00:00	1.09228	1.09285	1.09208	1.09279	2437	0	0
2023.12.19	08:00:00	1.09279	1.09310	1.09229	1.09276	5058	0	0
2023.12.19	09:00:00	1.09275	1.09413	1.09239	1.09284	8025	0	0
2023.12.19	10:00:00	1.09285	1.09424	1.09273	1.09408	7545	0	0
2023.12.19	11:00:00	1.09407	1.09495	1.09391	1.09414	5910	0	0
2023.12.19	12:00:00	1.09416	1.09453	1.09361	1.09382	5644	0	0
2023.12.19	13:00:00	1.09381	1.09399	1.09305	1.09372	4761	0	0
2023.12.19	14:00:00	1.09372	1.09709	1.09371	1.09686	6811	0	0
2023.12.19	15:00:00	1.09686	1.09739	1.09535	1.09620	8844	0	0
2023.12.19	16:00:00	1.09621	1.09843	1.09591	1.09791	10260	0	0
2023.12.19	17:00:00	1.09793	1.09875	1.09693	1.09859	10950	0	0
2023.12.19	18:00:00	1.09860	1.09862	1.09724	1.09770	7167	0	0
2023.12.19	19:00:00	1.09768	1.09793	1.09726	1.09749	4636	0	0
2023.12.19	20:00:00	1.09750	1.09764	1.09695	1.09748	4221	0	0
2023.12.19	21:00:00	1.09748	1.09781	1.09722	1.09762	3647	0	0
2023.12.19	22:00:00	1.09763	1.09785	1.09721	1.09784	3777	0	0
2023.12.19	23:00:00	1.09786	1.09803	1.09764	1.09803	2310	0	0
2023.12.20	00:00:00	1.09788	1.09829	1.09755	1.09809	347	0	50
2023.12.20	01:00:00	1.09808	1.09816	1.09776	1.09793	1278	0	0
2023.12.20	02:00:00	1.09793	1.09795	1.09716	1.09731	2540	0	0
2023.12.20	03:00:00	1.09730	1.09743	1.09679	1.09698	3488	0	0
2023.12.20	04:00:00	1.09698	1.09728	1.09673	1.09702	2461	0	0
2023.12.20	05:00:00	1.09703	1.09715	1.09680	1.09700	2119	0	0
2023.12.20	06:00:00	1.09700	1.09710	1.09658	1.09686	1953	0	0
2023.12.20	07:00:00	1.09686	1.09694	1.09645	1.09649	2217	0	0
2023.12.20	08:00:00	1.09649	1.09650	1.09554	1.09590	2594	0	0
2023.12.20	09:00:00	1.09590	1.09704	1.09507	1.09670	7358	0	0
2023.12.20	10:00:00	1.09670	1.09714	1.09581	1.09608	8346	0	0
2023.12.20	11:00:00	1.09609	1.09655	1.09530	1.09644	6236	0	0
2023.12.20	12:00:00	1.09644	1.09653	1.09470	1.09526	5288	0	0
2023.12.20	13:00:00	1.09523	1.09561	1.09357	1.09376	5162	0	0
2023.12.20	14:00:00	1.09375	1.09420	1.09340	1.09370	5795	0	0
2023.12.20	15:00:00	1.09368	1.09631	1.09360	1.09607	7627	0	0
2023.12.20	16:00:00	1.09609	1.09723	1.09591	1.09703	8527	0	0
2023.12.20	17:00:00	1.09708	1.09749	1.09533	1.09740	10415	0	0
2023.12.20	18:00:00	1.09740	1.09756	1.09548	1.09564	7020	0	0
2023.12.20	19:00:00	1.09565	1.09606	1.09497	1.09580	5033	0	0
2023.12.20	20:00:00	1.09578	1.09637	1.09553	1.09598	4530	0	0
2023.12.20	21:00:00	1.09598	1.09607	1.09425	1.09466	5040	0	0
2023.12.20	22:00:00	1.09463	1.09485	1.09312	1.09314	8242	0	0
2023.12.20	23:00:00	1.09314	1.09436	1.09298	1.09419	2437	0	0
2023.12.21	00:00:00	1.09398	1.09437	1.09351	1.09412	1072	0	50
2023.12.21	01:00:00	1.09418	1.09462	1.09417	1.09434	1466	0	0
2023.12.21	02:00:00	1.09434	1.09501	1.09410	1.09496	2455	0	0
2023.12.21	03:00:00	1.09496	1.09534	1.09482	1.09524	3558	0	0
2023.12.21	04:00:00	1.09523	1.09544	1.09453	1.09495	3317	0	0
2023.12.21	05:00:00	1.09496	1.09499	1.09465	1.09491	2230	0	0
2023.12.21	06:00:00	1.09490	1.09502	1.09472	1.09493	2089	0	0
2023.12.21	07:00:00	1.09492	1.09559	1.09486	1.09546	2358	0	0
2023.12.21	08:00:00	1.09546	1.09547	1.09430	1.09450	3157	0	0
2023.12.21	09:00:00	1.09451	1.09503	1.09425	1.09470	4782	0	0
2023.12.21	10:00:00	1.09471	1.09549	1.09391	1.09399	7099	0	0
2023.12.21	11:00:00	1.09397	1.09466	1.09352	1.09438	5980	0	0
2023.12.21	12:00:00	1.09439	1.09562	1.09399	1.09541	5859	0	0
2023.12.21	13:00:00	1.09540	1.09849	1.09535	1.09800	6843	0	0
2023.12.21	14:00:00	1.09799	1.09870	1.09767	1.09808	5711	0	0
2023.12.21	15:00:00	1.09805	1.10022	1.09725	1.09910	12040	0	0
2023.12.21	16:00:00	1.09910	1.10014	1.09821	1.09922	12250	0	0
2023.12.21	17:00:00	1.09923	1.09948	1.09754	1.09896	13273	0	0
2023.12.21	18:00:00	1.09898	1.09947	1.09793	1.09897	9507	0	0
2023.12.21	19:00:00	1.09896	1.09911	1.09780	1.09861	7990	0	0
2023.12.21	20:00:00	1.09861	1.09912	1.09784	1.09896	6203	0	0
2023.12.21	21:00:00	1.09897	1.10010	1.09883	1.09992	4716	0	0
2023.12.21	22:00:00	1.09991	1.10032	1.09928	1.10029	4843	0	0
2023.12.21	23:00:00	1.10028	1.10124	1.10025	1.10118	2697	0	0
2023.12.22	00:00:00	1.10079	1.10088	1.09986	1.10060	609	0	50
2023.12.22	01:00:00	1.10059	1.10125	1.10047	1.10057	1635	0	0
2023.12.22	02:00:00	1.10058	1.10097	1.10028	1.10047	2691	0	0
2023.12.22	03:00:00	1.10048	1.10066	1.09971	1.09978	3708	0	0
2023.12.22	04:00:00	1.09980	1.10006	1.09954	1.10001	2589	0	0
2023.12.22	05:00:00	1.10001	1.10050	1.09957	1.09979	2555	0	0
2023.12.22	06:00:00	1.09978	1.10033	1.09978	1.10006	2153	0	0
2023.12.22	07:00:00	1.10005	1.10006	1.09957	1.09967	2952	0	0
2023.12.22	08:00:00	1.09967	1.10001	1.09940	1.09940	2390	0	0
2023.12.22	09:00:00	1.09941	1.10077	1.09939	1.10003	5904	0	0
2023.12.22	10:00:00	1.10004	1.10119	1.09992	1.10072	7566	0	0
2023.12.22	11:00:00	1.10073	1.10135	1.10025	1.10044	6455	0	0
2023.12.22	12:00:00	1.10044	1.10211	1.10037	1.10192	5352	0	0
2023.12.22	13:00:00	1.10192	1.10299	1.10170	1.10257	5014	0	0
2023.12.22	14:00:00	1.10259	1.10381	1.10160	1.10187	6106	0	0
2023.12.22	15:00:00	1.10191	1.10291	1.10016	1.10288	12598	0	0
2023.12.22	16:00:00	1.10289	1.10402	1.10249	1.10348	10398	0	0
2023.12.22	17:00:00	1.10355	1.10402	1.10091	1.10114	9532	0	0
2023.12.22	18:00:00	1.10113	1.10237	1.10062	1.10073	8710	0	0
2023.12.22	19:00:00	1.10073	1.10165	1.10001	1.10158	6512	0	0
2023.12.22	20:00:00	1.10158	1.10193	1.10108	1.10132	4577	0	0
2023.12.22	21:00:00	1.10134	1.10157	1.10020	1.10155	5360	0	0
2023.12.22	22:00:00	1.10157	1.10159	1.10079	1.10127	4013	0	0
2023.12.22	23:00:00	1.10120	1.10132	1.10102	1.10126	2027	0	0
2023.12.26	00:00:00	1.10075	1.10183	1.10070	1.10115	257	0	35
2023.12.26	01:00:00	1.10113	1.10230	1.10113	1.10186	930	0	0
2023.12.26	02:00:00	1.10188	1.10202	1.10156	1.10191	1198	0	0
2023.12.26	03:00:00	1.10194	1.10227	1.10177	1.10221	1614	0	0
2023.12.26	04:00:00	1.10221	1.10266	1.10196	1.10259	1720	0	0
2023.12.26	05:00:00	1.10259	1.10287	1.10255	1.10276	1317	0	0
2023.12.26	06:00:00	1.10276	1.10278	1.10224	1.10225	893	0	0
2023.12.26	07:00:00	1.10225	1.10271	1.10211	1.10267	1559	0	0
2023.12.26	08:00:00	1.10265	1.10267	1.10220	1.10237	1167	0	0
2023.12.26	09:00:00	1.10237	1.10256	1.10210	1.10224	2064	0	0
2023.12.26	10:00:00	1.10226	1.10265	1.10137	1.10149	2075	0	0
2023.12.26	11:00:00	1.10148	1.10150	1.10096	1.10143	1891	0	0
2023.12.26	12:00:00	1.10143	1.10195	1.10139	1.10164	1416	0	0
2023.12.26	13:00:00	1.10163	1.10169	1.10110	1.10137	2123	0	0
2023.12.26	14:00:00	1.10137	1.10172	1.10086	1.10129	2323	0	0
2023.12.26	15:00:00	1.10127	1.10246	1.10119	1.10177	4396	0	0
2023.12.26	16:00:00	1.10177	1.10273	1.10139	1.10265	5282	0	0
2023.12.26	17:00:00	1.10265	1.10326	1.10234	1.10249	4595	0	0
2023.12.26	18:00:00	1.10249	1.10376	1.10242	1.10344	3641	0	0
2023.12.26	19:00:00	1.10346	1.10372	1.10301	1.10349	3158	0	0
2023.12.26	20:00:00	1.10350	1.10398	1.10340	1.10364	2966	0	0
2023.12.26	21:00:00	1.10366	1.10450	1.10364	1.10445	2929	0	0
2023.12.26	22:00:00	1.10444	1.10451	1.10403	1.10425	3066	0	0
2023.12.26	23:00:00	1.10425	1.10436	1.10406	1.10418	2031	0	0
2023.12.27	00:00:00	1.10395	1.10403	1.10378	1.10392	301	0	50
2023.12.27	01:00:00	1.10395	1.10443	1.10393	1.10423	692	0	0
2023.12.27	02:00:00	1.10423	1.10425	1.10359	1.10367	2186	0	0
2023.12.27	03:00:00	1.10365	1.10374	1.10321	1.10361	2783	0	0
2023.12.27	04:00:00	1.10362	1.10367	1.10294	1.10311	2644	0	0
2023.12.27	05:00:00	1.10311	1.10367	1.10286	1.10364	2047	0	0
2023.12.27	06:00:00	1.10364	1.10422	1.10363	1.10417	1395	0	0
2023.12.27	07:00:00	1.10416	1.10440	1.10371	1.10435	1401	0	0
2023.12.27	08:00:00	1.10435	1.10452	1.10404	1.10443	1856	0	0
2023.12.27	09:00:00	1.10440	1.10493	1.10365	1.10411	3924	0	0
2023.12.27	10:00:00	1.10413	1.10544	1.10378	1.10469	5378	0	0
2023.12.27	11:00:00	1.10469	1.10548	1.10464	1.10543	4039	0	0
2023.12.27	12:00:00	1.10543	1.10594	1.10518	1.10561	3319	0	0
2023.12.27	13:00:00	1.10561	1.10595	1.10500	1.10590	3476	0	0
2023.12.27	14:00:00	1.10590	1.10700	1.10486	1.10684	4555	0	0
2023.12.27	15:00:00	1.10684	1.10738	1.10620	1.10703	5821	0	0
2023.12.27	16:00:00	1.10704	1.11054	1.10689	1.11046	7684	0	0
2023.12.27	17:00:00	1.11046	1.11156	1.10991	1.11073	9224	0	0
2023.12.27	18:00:00	1.11074	1.11228	1.11024	1.11126	7252	0	0
2023.12.27	19:00:00	1.11126	1.11128	1.11037	1.11053	4142	0	0
2023.12.27	20:00:00	1.11054	1.11091	1.11017	1.11079	4432	0	0
2023.12.27	21:00:00	1.11079	1.11140	1.10988	1.11015	4158	0	0
2023.12.27	22:00:00	1.11015	1.11076	1.11011	1.11063	3920	0	0
2023.12.27	23:00:00	1.11064	1.11076	1.11025	1.11064	2068	0	0
2023.12.28	00:00:00	1.11022	1.11040	1.10987	1.11031	359	0	46
2023.12.28	01:00:00	1.11028	1.11097	1.11028	1.11083	1018	0	0
2023.12.28	02:00:00	1.11082	1.11172	1.11080	1.11147	2068	0	0
2023.12.28	03:00:00	1.11147	1.11219	1.11133	1.11217	2474	0	0
2023.12.28	04:00:00	1.11217	1.11225	1.11098	1.11178	2279	0	0
2023.12.28	05:00:00	1.11179	1.11208	1.11146	1.11184	2087	0	0
2023.12.28	06:00:00	1.11181	1.11185	1.11102	1.11103	1718	0	0
2023.12.28	07:00:00	1.11103	1.11177	1.11086	1.11093	2469	0	0
2023.12.28	08:00:00	1.11091	1.11151	1.11048	1.11131	2670	0	0
2023.12.28	09:00:00	1.11133	1.11256	1.11133	1.11169	4515	0	0
2023.12.28	10:00:00	1.11167	1.11219	1.11043	1.11211	6085	0	0
2023.12.28	11:00:00	1.11211	1.11396	1.11142	1.11293	5518	0	0
2023.12.28	12:00:00	1.11294	1.11323	1.11227	1.11278	4824	0	0
2023.12.28	13:00:00	1.11278	1.11322	1.11145	1.11199	4470	0	0
2023.12.28	14:00:00	1.11201	1.11202	1.11110	1.11124	4181	0	0
2023.12.28	15:00:00	1.11125	1.11201	1.10724	1.10732	7569	0	0
2023.12.28	16:00:00	1.10731	1.11048	1.10722	1.11028	8160	0	0
2023.12.28	17:00:00	1.11028	1.11134	1.11001	1.11067	8881	0	0
2023.12.28	18:00:00	1.11067	1.11069	1.10689	1.10719	7459	0	0
2023.12.28	19:00:00	1.10719	1.10766	1.10660	1.10738	3937	0	0
2023.12.28	20:00:00	1.10738	1.10740	1.10551	1.10641	4427	0	0
2023.12.28	21:00:00	1.10640	1.10661	1.10577	1.10646	3258	0	0
2023.12.28	22:00:00	1.10645	1.10706	1.10629	1.10655	3524	0	0
2023.12.28	23:00:00	1.10656	1.10658	1.10600	1.10622	1972	0	0
2023.12.29	00:00:00	1.10606	1.10643	1.10599	1.10603	277	0	50
2023.12.29	01:00:00	1.10601	1.10679	1.10595	1.10678	1812	0	0
2023.12.29	02:00:00	1.10679	1.10792	1.10662	1.10764	2825	0	0
2023.12.29	03:00:00	1.10764	1.10843	1.10752	1.10790	3154	0	0
2023.12.29	04:00:00	1.10789	1.10794	1.10708	1.10716	1703	0	0
2023.12.29	05:00:00	1.10716	1.10727	1.10638	1.10652	1616	0	0
2023.12.29	06:00:00	1.10653	1.10689	1.10638	1.10667	1397	0	0
2023.12.29	07:00:00	1.10667	1.10669	1.10608	1.10662	2117	0	0
2023.12.29	08:00:00	1.10661	1.10747	1.10657	1.10733	2306	0	0
2023.12.29	09:00:00	1.10733	1.10764	1.10640	1.10659	3252	0	0
2023.12.29	10:00:00	1.10653	1.10775	1.10583	1.10606	4857	0	0
2023.12.29	11:00:00	1.10607	1.10614	1.10442	1.10492	5857	0	0
2023.12.29	12:00:00	1.10489	1.10672	1.10474	1.10648	4644	0	0
2023.12.29	13:00:00	1.10648	1.10770	1.10614	1.10764	4247	0	0
2023.12.29	14:00:00	1.10764	1.10807	1.10479	1.10517	5162	0	0
2023.12.29	15:00:00	1.10516	1.10587	1.10466	1.10486	6884	0	0
2023.12.29	16:00:00	1.10487	1.10705	1.10470	1.10687	7355	0	0
2023.12.29	17:00:00	1.10693	1.10786	1.10425	1.10472	11048	0	0
2023.12.29	18:00:00	1.10471	1.10614	1.10434	1.10609	8934	0	0
2023.12.29	19:00:00	1.10608	1.10669	1.10530	1.10641	5345	0	0
2023.12.29	20:00:00	1.10640	1.10641	1.10491	1.10529	5610	0	0
2023.12.29	21:00:00	1.10530	1.10540	1.10381	1.10408	3354	0	0
2023.12.29	22:00:00	1.10409	1.10509	1.10384	1.10411	3618	0	0
2023.12.29	23:00:00	1.10410	1.10413	1.10340	1.10389	1600	0	0
2024.01.02	00:00:00	1.10447	1.10455	1.10420	1.10442	122	0	5
2024.01.02	01:00:00	1.10426	1.10438	1.10357	1.10365	1436	0	0
2024.01.02	02:00:00	1.10365	1.10384	1.10343	1.10382	1603	0	0
2024.01.02	03:00:00	1.10381	1.10434	1.10343	1.10349	3215	0	0
2024.01.02	04:00:00	1.10348	1.10361	1.10183	1.10187	2826	0	0
2024.01.02	05:00:00	1.10187	1.10249	1.10177	1.10246	2079	0	0
2024.01.02	06:00:00	1.10246	1.10250	1.10164	1.10209	1748	0	0
2024.01.02	07:00:00	1.10209	1.10337	1.10208	1.10334	2376	0	0
2024.01.02	08:00:00	1.10334	1.10353	1.10269	1.10287	1935	0	0
2024.01.02	09:00:00	1.10287	1.10381	1.10151	1.10153	6353	0	0
2024.01.02	10:00:00	1.10154	1.10387	1.10154	1.10296	7701	0	0
2024.01.02	11:00:00	1.10297	1.10379	1.10107	1.10151	6226	0	0
2024.01.02	12:00:00	1.10150	1.10171	1.09971	1.10076	6044	0	0
2024.01.02	13:00:00	1.10075	1.10077	1.09666	1.09691	8127	0	0
2024.01.02	14:00:00	1.09693	1.09719	1.09537	1.09538	6130	0	0
2024.01.02	15:00:00	1.09537	1.09650	1.09493	1.09528	8785	0	0
2024.01.02	16:00:00	1.09527	1.09641	1.09447	1.09631	10760	0	0
2024.01.02	17:00:00	1.09631	1.09683	1.09409	1.09436	12179	0	0
2024.01.02	18:00:00	1.09437	1.09616	1.09408	1.09564	7349	0	0
2024.01.02	19:00:00	1.09564	1.09575	1.09459	1.09504	5408	0	0
2024.01.02	20:00:00	1.09505	1.09559	1.09463	1.09468	3833	0	0
2024.01.02	21:00:00	1.09468	1.09502	1.09428	1.09466	3716	0	0
2024.01.02	22:00:00	1.09466	1.09512	1.09422	1.09432	3892	0	0
2024.01.02	23:00:00	1.09432	1.09432	1.09384	1.09414	1893	0	0
2024.01.03	00:00:00	1.09425	1.09430	1.09372	1.09389	744	0	50
2024.01.03	01:00:00	1.09390	1.09437	1.09390	1.09416	1293	0	0
2024.01.03	02:00:00	1.09415	1.09506	1.09412	1.09494	1488	0	0
2024.01.03	03:00:00	1.09494	1.09547	1.09448	1.09513	2739	0	0
2024.01.03	04:00:00	1.09514	1.09532	1.09486	1.09524	1930	0	0
2024.01.03	05:00:00	1.09524	1.09623	1.09489	1.09609	2344	0	0
2024.01.03	06:00:00	1.09608	1.09625	1.09587	1.09624	1534	0	0
2024.01.03	07:00:00	1.09625	1.09629	1.09513	1.09513	2067	0	0
2024.01.03	08:00:00	1.09513	1.09608	1.09512	1.09588	2133	0	0
2024.01.03	09:00:00	1.09583	1.09627	1.09513	1.09605	4992	0	0
2024.01.03	10:00:00	1.09603	1.09656	1.09503	1.09527	7206	0	0
2024.01.03	11:00:00	1.09526	1.09563	1.09348	1.09364	6584	0	0
2024.01.03	12:00:00	1.09364	1.09391	1.09262	1.09281	5321	0	0
2024.01.03	13:00:00	1.09280	1.09299	1.09155	1.09195	5946	0	0
2024.01.03	14:00:00	1.09195	1.09321	1.09145	1.09168	5904	0	0
2024.01.03	15:00:00	1.09166	1.09301	1.09103	1.09216	9556	0	0
2024.01.03	16:00:00	1.09217	1.09265	1.09100	1.09171	10416	0	0
2024.01.03	17:00:00	1.09139	1.09388	1.08981	1.09045	15993	0	0
2024.01.03	18:00:00	1.09045	1.09183	1.09025	1.09083	9023	0	0
2024.01.03	19:00:00	1.09081	1.09102	1.09033	1.09066	5606	0	0
2024.01.03	20:00:00	1.09066	1.09149	1.09025	1.09055	4791	0	0
2024.01.03	21:00:00	1.09054	1.09257	1.08930	1.09178	12147	0	0
2024.01.03	22:00:00	1.09179	1.09232	1.09151	1.09212	6124	0	0
2024.01.03	23:00:00	1.09212	1.09236	1.09188	1.09197	1982	0	0
2024.01.04	00:00:00	1.09200	1.09210	1.09146	1.09190	729	0	50
2024.01.04	01:00:00	1.09190	1.09275	1.09190	1.09258	1335	0	0
2024.01.04	02:00:00	1.09258	1.09266	1.09194	1.09226	2229	0	0
2024.01.04	03:00:00	1.09225	1.09242	1.09163	1.09180	3072	0	0
2024.01.04	04:00:00	1.09178	1.09201	1.09160	1.09194	2216	0	0
2024.01.04	05:00:00	1.09194	1.09307	1.09194	1.09262	2169	0	0
2024.01.04	06:00:00	1.09262	1.09286	1.09246	1.09260	1915	0	0
2024.01.04	07:00:00	1.09260	1.09270	1.09219	1.09266	2764	0	0
2024.01.04	08:00:00	1.09266	1.09347	1.09208	1.09324	3476	0	0
2024.01.04	09:00:00	1.09323	1.09438	1.09295	1.09376	5802	0	0
2024.01.04	10:00:00	1.09375	1.09560	1.09346	1.09532	8635	0	0
2024.01.04	11:00:00	1.09533	1.09691	1.09452	1.09676	7324	0	0
2024.01.04	12:00:00	1.09676	1.09722	1.09544	1.09556	6090	0	0
2024.01.04	13:00:00	1.09555	1.09579	1.09462	1.09479	4244	0	0
2024.01.04	14:00:00	1.09479	1.09559	1.09468	1.09522	4773	0	0
2024.01.04	15:00:00	1.09524	1.09553	1.09327	1.09470	9866	0	0
2024.01.04	16:00:00	1.09471	1.09506	1.09381	1.09454	9851	0	0
2024.01.04	17:00:00	1.09453	1.09652	1.09453	1.09550	10336	0	0
2024.01.04	18:00:00	1.09552	1.09639	1.09542	1.09562	7606	0	0
2024.01.04	19:00:00	1.09561	1.09598	1.09419	1.09503	4683	0	0
2024.01.04	20:00:00	1.09503	1.09544	1.09460	1.09470	3483	0	0
